"","short_name","Freq","long_name","TAXID","RANK","TAXPATHSN"
"340","3919797.0",17,"GCF_000371585.1_Clos_clos_90A3_V1",999404,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]clostridioforme"
"395","4460109.1",17,"GCF_000531655.1_E7",1215078,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridioides_Clostridioidesdifficile"
"408","522433.0",17,"GCF_000174895.1_ASM17489v1",641112,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens"
"438","837859.0",17,"GCF_000701665.1_ASM70166v1",1408437,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Agathobaculum_Agathobaculumdesmolans"
"535","denovo2280.0",17,"GCF_000159215.1_ASM15921v1",525325,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusfermentum"
"577","denovo3940.1",17,"GCF_000413355.1_Prev_oral_HGA0225_V1",1203550,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaoralis"
"19","133719.1",16,"GCF_002119605.1_ASM211960v1",1572656,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumCPB6_UnclassifiedRuminococcaceaebacteriumCPB6strain"
"36","163997.0",16,"GCF_900112855.1_IMG-taxon_2606217811_annotated_assembly",1798168,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_NOR37_UnclassifiedPseudobutyrivibriosp_NOR37strain"
"145","193680.1",16,"GCF_000622065.1_ASM62206v1",1410660,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_Lachnobacteriumbovis"
"156","197644.1",16,"GCF_900167105.1_IMG-taxon_2582581320_annotated_assembly",29524,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonascircumdentaria_UnclassifiedPorphyromonascircumdentariastrain"
"168","230268.0",16,"GCF_000157955.1_ASM15795v1",411471,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulumvariabile"
"197","262642.0",16,"GCF_900107245.1_IMG-taxon_2593339158_annotated_assembly",1122142,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_Lachnobacteriumbovis"
"268","3029968.0",16,"GCF_900116875.1_IMG-taxon_2593339243_annotated_assembly",1520811,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_INlla21_UnclassifiedButyrivibriosp_INlla21strain"
"279","313431.0",16,"GCF_900108555.1_IMG-taxon_2593339145_annotated_assembly",1265.2,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens_UnclassifiedRuminococcusflavefaciensstrain"
"289","318732.1",16,"GCF_000371445.1_Clos_hath_12489931_V1",999412,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Hungatella_Hungatellahathewayi"
"430","827522.0",16,"GCF_900109435.1_IMG-taxon_2593339146_annotated_assembly",1265,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens_UnclassifiedRuminococcusflavefaciensstrain"
"526","denovo2073.0",16,"GCF_000970735.1_ASM97073v1",303541,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusapis_UnclassifiedLactobacillusapisstrain"
"545","denovo2609.0",16,"GCF_001717525.1_ASM171752v1",712710,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellasp_oraltaxonHOT-286_UnclassifiedTannerellasp_oraltaxonHOT-286strain"
"110","185222.0",15,"GCF_001481725.1_ASM148172v1",1736,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacteriumlimosum_UnclassifiedEubacteriumlimosumstrain"
"207","264155.1",15,"GCF_001553145.1_ASM155314v1",1261,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcus_Peptostreptococcusanaerobius_UnclassifiedPeptostreptococcusanaerobiusstrain"
"292","319219.0",15,"GCF_900115855.1_IMG-taxon_2623620476_annotated_assembly",358743,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]citroniae_Unclassified[Clostridium]citroniaestrain"
"379","4424327.0",15,"GCF_900142165.1_IMG-taxon_2585428171_annotated_assembly",1121950,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Hespellia_Hespelliastercorisuis"
"427","730939.1",15,"GCF_900104335.1_IMG-taxon_2593339244_annotated_assembly",1520802,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_YE44_UnclassifiedPseudobutyrivibriosp_YE44strain"
"506","denovo13345.0",15,"GCF_002232035.1_ASM223203v1",2018038,"strain","Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_Collinsellasp_TF06-26_UnclassifiedCollinsellasp_TF06-26strain"
"700","denovo902.1",15,"GCF_900112155.1_IMG-taxon_2593339152_annotated_assembly",1264,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusalbus_UnclassifiedRuminococcusalbusstrain"
"20","133892.0",14,"GCF_000498675.1_ASM49867v1",1408186,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusjohnsonii"
"30","160140.0",14,"GCF_900102235.1_IMG-taxon_2593339165_annotated_assembly",1520826,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumXBB2008_UnclassifiedLachnospiraceaebacteriumXBB2008strain"
"57","172640.0",14,"GCF_900106615.1_IMG-taxon_2651870364_annotated_assembly",1855375,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumKHCPX20_UnclassifiedLachnospiraceaebacteriumKHCPX20strain"
"95","181344.0",14,"GCF_900109005.1_IMG-taxon_2617270830_annotated_assembly",1520821,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumA10_UnclassifiedLachnospiraceaebacteriumA10strain"
"191","262258.0",14,"GCF_900119075.1_IMG-taxon_2593339237_annotated_assembly",1265.1,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens_UnclassifiedRuminococcusflavefaciensstrain"
"354","4339832.0",14,"GCF_000424105.1_ASM42410v1",1282887,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_Lachnospiramultipara"
"400","4476780.0",14,"GCF_900021155.1_CHCKI003",1780376,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipessp_CHKCI003_UnclassifiedAlistipessp_CHKCI003strain"
"547","denovo273.0",14,"GCF_001050435.1_ASM105043v1",637971,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluskoreensis_UnclassifiedLactobacilluskoreensisstrain"
"644","denovo6615.0",14,"GCF_900115795.1_IMG-taxon_2593339157_annotated_assembly",1520827,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumXBB1006_UnclassifiedLachnospiraceaebacteriumXBB1006strain"
"671","denovo7933.1",14,"GCF_900104615.1_PRJEB16353",1841867,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Phocea_Phoceamassiliensis_UnclassifiedPhoceamassiliensisstrain"
"7","1107652.0",13,"GCF_900107675.1_IMG-taxon_2693429854_annotated_assembly",1033731,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipestimonensis"
"27","146564.0",13,"GCF_001692755.1_ASM169275v1",572545,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_Ruminiclostridiumthermocellum"
"56","172161.1",13,"GCF_000622105.1_ASM62210v1",1410625,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumMD2004_UnclassifiedLachnospiraceaebacteriumMD2004strain"
"81","179343.0",13,"GCF_000953535.1_E5B",1562970,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Fermentimonas_Fermentimonascaenicola_UnclassifiedFermentimonascaenicolastrain"
"89","180535.0",13,"GCF_002549905.1_ASM254990v1",853.4,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacteriumprausnitzii_UnclassifiedFaecalibacteriumprausnitziistrain"
"176","259846.0",13,"GCF_900115355.1_IMG-taxon_2623620483_annotated_assembly",1855302,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_JW11_UnclassifiedPseudobutyrivibriosp_JW11strain"
"223","268720.0",13,"GCF_000154345.1_ASM15434v1",428125,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]leptum"
"437","835900.0",13,"GCF_000243215.1_Odor_lane_YIT_12061_V1",742817,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Odoribacteraceae_Odoribacter_Odoribacterlaneus"
"638","denovo6356.0",13,"GCF_900112085.1_IMG-taxon_2651870361_annotated_assembly",1120918,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Acetitomaculum_Acetitomaculumruminis"
"694","denovo8808.1",13,"GCF_900110975.1_IMG-taxon_2593339164_annotated_assembly",1200721,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumRM5_UnclassifiedLachnospiraceaebacteriumRM5strain"
"713","denovo9564.0",13,"GCF_900128905.1_IMG-taxon_2695420932_annotated_assembly",1297750,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesluti_UnclassifiedBacteroideslutistrain"
"21","134065.0",12,"GCF_000621565.1_ASM62156v1",1408305,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_LB2008_UnclassifiedButyrivibriosp_LB2008strain"
"24","136633.0",12,"GCF_900110635.1_IMG-taxon_2593339258_annotated_assembly",1520823,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumNE2001_UnclassifiedLachnospiraceaebacteriumNE2001strain"
"37","164237.0",12,"GCF_900120295.1_PRJEB18018",1907659,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiasp_Marseille-P3201T_UnclassifiedBlautiasp_Marseille-P3201Tstrain"
"43","167509.0",12,"GCF_000403435.2_Osci_bact_1-3_V1",1235797,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_Oscillibactersp_1-3_UnclassifiedOscillibactersp_1-3strain"
"64","174959.0",12,"GCF_900113385.1_IMG-taxon_2608642107_annotated_assembly",1792306,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumC7_UnclassifiedLachnospiraceaebacteriumC7strain"
"112","187028.0",12,"GCF_000766005.1_ASM76600v1",36874.1,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonascangingivalis_UnclassifiedPorphyromonascangingivalisstrain"
"114","187223.0",12,"GCF_000621285.1_ASM62128v1",697329,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusalbus"
"116","187400.0",12,"GCF_000158655.1_ASM15865v1",537013,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]methylpentosum"
"214","267042.0",12,"GCF_900099715.1_IMG-taxon_2593339241_annotated_assembly",1520819,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumYRB3002_UnclassifiedRuminococcaceaebacteriumYRB3002strain"
"270","304047.0",12,"GCF_001682215.1_ASM168221v1",817.3,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesfragilis_UnclassifiedBacteroidesfragilisstrain"
"321","340139.0",12,"GCF_000403275.1_Lach_bact_28-4_V1",397287,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium28-4_UnclassifiedLachnospiraceaebacterium28-4strain"
"348","4312974.0",12,"GCF_002000665.1_ASM200066v1",1280,"strain","Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus_Staphylococcusaureus_UnclassifiedStaphylococcusaureusstrain"
"391","4449984.0",12,"GCF_000621925.1_ASM62192v1",1410659,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Kandleria_Kandleriavitulina"
"598","denovo4581.0",12,"GCF_000427365.1_ASM42736v1",880526,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Rikenella_Rikenellamicrofusus"
"600","denovo4607.0",12,"GCF_900103495.1_IMG-taxon_2593339220_annotated_assembly",1200747,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumG11_UnclassifiedLachnospiraceaebacteriumG11strain"
"631","denovo5877.0",12,"GCF_000224655.1_Bilophila_sp_4_1_30_V1",693988,"strain","Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Bilophila_Bilophilasp_4_1_30_UnclassifiedBilophilasp_4_1_30strain"
"675","denovo8158.0",12,"GCF_000621945.1_ASM62194v1",1410662,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_Lachnospiramultipara"
"15","129394.0",11,"GCF_000622085.1_ASM62208v1",1410650,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibrioproteoclasticus"
"47","168517.0",11,"GCF_000238055.2_Oribacterium_sp_ACB1_V2",796943,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumparvum"
"87","179927.0",11,"GCF_000468015.1_ASM46801v1",411473,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcuscallidus"
"174","259087.0",11,"GCF_900102065.1_IMG-taxon_2593339154_annotated_assembly",1520825,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumXPB1003_UnclassifiedLachnospiraceaebacteriumXPB1003strain"
"213","26608.0",11,"GCF_001012685.1_IM18-3v1",1434654,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusjensenii"
"404","460611.0",11,"GCF_000424405.1_ASM42440v1",1280699,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriofibrisolvens"
"409","539647.0",11,"GCF_002253685.1_ASM225368v1",1598.1,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusreuteri_UnclassifiedLactobacillusreuteristrain"
"410","548775.0",11,"GCF_900095795.1_E5A",1642646,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Petrimonas_Petrimonasmucosa_UnclassifiedPetrimonasmucosastrain"
"432","827592.1",11,"GCF_000331995.1_ASM33199v1",1121335.1,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]stercorarium_[Clostridium]stercorariumsubsp_stercorariumDSM8532(genome1)"
"439","837859.1",11,"GCF_900169665.1_PRJEB19993",1944639,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaeromassilibacillus_Anaeromassilibacillussp_Marseille-P3371_UnclassifiedAnaeromassilibacillussp_Marseille-P3371strain"
"467","denovo10718.0",11,"GCF_900103315.1_IMG-taxon_2623620459_annotated_assembly",77095.1,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellabryantii_UnclassifiedPrevotellabryantiistrain"
"540","denovo2511.0",11,"GCF_000160135.1_ASM16013v1",608534,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsp_oraltaxon078"
"567","denovo3630.0",11,"GCF_900070325.1_SD1D",1679721,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Herbinix_Herbinixluporum_UnclassifiedHerbinixluporumstrain"
"573","denovo3874.0",11,"GCF_900114465.1_IMG-taxon_2619618822_annotated_assembly",140314.1,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Trichococcus_Trichococcuspalustris_UnclassifiedTrichococcuspalustrisstrain"
"620","denovo5418.0",11,"GCF_000702825.1_ASM70282v1",1410613,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasp_P6B1_UnclassifiedPrevotellasp_P6B1strain"
"624","denovo5602.0",11,"GCF_000185705.2_Bilo_wads_3_1_6_V2",563192,"strain","Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Bilophila_Bilophilawadsworthia"
"2","10512.0",10,"GCF_000055945.1_ASM5594v1",363253,"strain","Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Lawsonia_Lawsoniaintracellularis"
"23","136604.0",10,"GCF_000424425.1_ASM42442v1",1280700,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriofibrisolvens"
"82","179464.0",10,"GCF_900114365.1_IMG-taxon_2651870357_annotated_assembly",1855396,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_PorphyromonadaceaebacteriumKH3CP3RA_UnclassifiedPorphyromonadaceaebacteriumKH3CP3RAstrain"
"96","181348.0",10,"GCF_900142955.1_IMG-taxon_2588253509_annotated_assembly",1120996,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerosporobacter_Anaerosporobactermobilis"
"98","181719.0",10,"GCF_000009925.1_ASM992v1",295405,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesfragilis"
"106","184451.0",10,"GCF_000701545.1_ASM70154v1",1408320,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumAC2014_UnclassifiedLachnospiraceaebacteriumAC2014strain"
"115","187233.0",10,"GCF_002706705.1_ASM270670v1",1423822,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluscoryniformis"
"200","263687.0",10,"GCF_900107545.1_IMG-taxon_2593339240_annotated_assembly",1520801,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_ACV-2_UnclassifiedPseudobutyrivibriosp_ACV-2strain"
"201","263828.0",10,"GCF_000621405.1_ASM62140v1",1408322,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumAC3007_UnclassifiedLachnospiraceaebacteriumAC3007strain"
"244","272953.0",10,"GCF_000469425.1_ASM46942v1",1226322,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_Oscillibactersp_KLE1728_UnclassifiedOscillibactersp_KLE1728strain"
"334","358007.1",10,"GCF_000425525.1_ASM42552v1",1123075,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusgauvreauii"
"353","4336940.0",10,"GCF_900143025.1_IMG-taxon_2623620473_annotated_assembly",1265.3,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens_UnclassifiedRuminococcusflavefaciensstrain"
"375","4407703.0",10,"GCF_000156655.1_ASM15665v1",518637,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemanella_Holdemanellabiformis"
"381","4440624.0",10,"GCF_000424005.1_ASM42400v1",1280688,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibrioruminis"
"402","45363.0",10,"GCF_900120005.1_PRJEB18022",1852366,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_Holdemaniasp_Marseille-P2844_UnclassifiedHoldemaniasp_Marseille-P2844strain"
"587","denovo4376.1",10,"GCF_900128495.1_PRJEB18049",1907658,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_Marseille-P3208T_UnclassifiedBacteroidessp_Marseille-P3208Tstrain"
"608","denovo4995.1",10,"GCF_001436015.1_ASM143601v1",1423772,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusmurinus"
"74","176850.0",9,"GCF_000185385.1_ASM18538v1",887325,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoanaerobaculum_Lachnoanaerobaculumsaburreum"
"163","228140.0",9,"GCF_900142645.1_IMG-taxon_2642422560_annotated_assembly",53442,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacteriumcallanderi_UnclassifiedEubacteriumcallanderistrain"
"231","269828.0",9,"GCF_000238075.1_Oribacterium_sp_ACB7_V1",796944,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumasaccharolyticum"
"428","782953.0",9,"GCF_900196675.1_F2_97",562,"strain","Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Escherichia_Escherichiacoli_UnclassifiedEscherichiacolistrain"
"450","denovo10305.0",9,"GCF_900067125.1_ASM90006712v1",140314,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Trichococcus_Trichococcuspalustris_UnclassifiedTrichococcuspalustrisstrain"
"457","denovo10471.0",9,"GCF_900167225.1_IMG-taxon_2585428092_annotated_assembly",393921,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonascrevioricanis_UnclassifiedPorphyromonascrevioricanisstrain"
"492","denovo12532.0",9,"GCF_000331715.1_ASM33171v1",1234378,"strain","Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Lawsonia_Lawsoniaintracellularis"
"4","1105328.0",8,"GCF_900199595.1_IMG-taxon_2623620511_annotated_assembly",1898203,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium_UnclassifiedLachnospiraceaebacteriumstrain"
"99","181719.1",8,"GCF_000374365.1_ASM37436v1",1121096,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesgallinarum"
"159","1992.0",8,"GCF_900095495.1_B_ovatus_V975",1379690,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesovatus"
"166","229455.0",8,"GCF_000022065.1_ASM2206v1",394503,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]cellulolyticum"
"202","263828.1",8,"GCF_900129165.1_IMG-taxon_2582581271_annotated_assembly",991789.1,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerotignum_Anaerotignumpropionicum_AnaerotignumpropionicumDSM1682(genome1)"
"211","2645488.0",8,"GCF_000686665.1_ASM68666v1",1121333,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_[Clostridium]saccharogumia"
"232","270030.0",8,"GCF_900119535.1_IMG-taxon_2606217757_annotated_assembly",1265.4,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens_UnclassifiedRuminococcusflavefaciensstrain"
"322","340960.0",8,"GCF_001435065.1_ASM143506v1",1423747,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusfuchuensis"
"333","358007.0",8,"GCF_900104565.1_PRJEB16354",1852383,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumMarseille-P2935_UnclassifiedRuminococcaceaebacteriumMarseille-P2935strain"
"414","609589.0",8,"GCF_000586615.1_RaSY3",1341156,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusalbus"
"425","70830.1",8,"GCF_900081375.1_12641_2_43",1280.1,"strain","Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus_Staphylococcusaureus_UnclassifiedStaphylococcusaureusstrain"
"491","denovo12477.1",8,"GCF_001688845.2_ASM168884v2",1834200,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_YL27_UnclassifiedParabacteroidessp_YL27strain"
"494","denovo12694.0",8,"GCF_000621845.1_ASM62184v1",1410670,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens"
"538","denovo2417.0",8,"GCF_000179595.2_ASM17959v2",509191,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Acetivibrio_Acetivibriocellulolyticus"
"605","denovo4967.0",8,"GCF_001078315.1_ASM107831v1",450746,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus_Coprobacillussp_8_1_38FAA_UnclassifiedCoprobacillussp_8_1_38FAAstrain"
"657","denovo7302.0",8,"GCF_000469565.1_ASM46956v1",1321782,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsp_oraltaxon078"
"692","denovo8803.0",8,"GCF_900128445.1_PRJEB18031",1852386,"strain","Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Atopobiaceae_Olsenella_Olsenellasp_Marseille-P2912_UnclassifiedOlsenellasp_Marseille-P2912strain"
